loan_id,credit_score,risk_band,ml_default_score,score_date,score_band
LN0007399,770,Prime,0.3558,2026-03-06,High Risk
LN0007400,472,Deep Sub-Prime,0.167,2026-03-06,Medium Risk
LN0007401,670,Sub-Prime,0.2284,2026-03-06,Medium Risk
LN0007402,804,Prime,0.0441,2026-03-06,Low Risk
LN0007403,748,Near-Prime,0.1699,2026-03-06,Medium Risk
LN0007404,533,Deep Sub-Prime,0.1327,2026-03-06,Medium Risk
LN0007405,654,Sub-Prime,0.2861,2026-03-06,High Risk
LN0007406,750,Prime,0.0748,2026-03-06,Low Risk
LN0007407,469,Deep Sub-Prime,0.3716,2026-03-06,High Risk
LN0007408,719,Near-Prime,0.0714,2026-03-06,Low Risk
LN0007409,796,Prime,0.0817,2026-03-06,Low Risk
LN0007410,478,Deep Sub-Prime,0.2304,2026-03-06,Medium Risk
LN0007411,403,Deep Sub-Prime,0.1639,2026-03-06,Medium Risk
LN0007412,731,Near-Prime,0.2794,2026-03-06,High Risk
LN0007413,675,Sub-Prime,0.1615,2026-03-06,Medium Risk
LN0007414,719,Near-Prime,0.0699,2026-03-06,Low Risk
LN0007415,828,Prime,0.1353,2026-03-06,Medium Risk
LN0007416,688,Near-Prime,0.0835,2026-03-06,Low Risk
LN0007417,723,Near-Prime,0.1735,2026-03-06,Medium Risk
LN0007418,513,Deep Sub-Prime,0.3557,2026-03-06,High Risk
LN0007419,818,Prime,0.2293,2026-03-06,Medium Risk
LN0007420,796,Prime,0.2077,2026-03-06,Medium Risk
LN0007421,804,Prime,0.2683,2026-03-06,High Risk
LN0007422,448,Deep Sub-Prime,0.5184,2026-03-06,Very High Risk
LN0007423,629,Sub-Prime,0.1192,2026-03-06,Medium Risk
LN0007424,510,Deep Sub-Prime,0.5443,2026-03-06,Very High Risk
LN0007425,687,Near-Prime,0.2739,2026-03-06,High Risk
LN0007426,691,Near-Prime,0.2012,2026-03-06,Medium Risk
LN0007427,617,Sub-Prime,0.0345,2026-03-06,Low Risk
LN0007428,583,Sub-Prime,0.2059,2026-03-06,Medium Risk
LN0007429,812,Prime,0.1766,2026-03-06,Medium Risk
LN0007430,725,Near-Prime,0.1578,2026-03-06,Medium Risk
LN0007431,737,Near-Prime,0.2761,2026-03-06,High Risk
LN0007432,557,Deep Sub-Prime,0.1543,2026-03-06,Medium Risk
LN0007433,740,Near-Prime,0.0684,2026-03-06,Low Risk
LN0007434,829,Prime,0.2362,2026-03-06,Medium Risk
LN0007435,695,Near-Prime,0.0657,2026-03-06,Low Risk
LN0007436,728,Near-Prime,0.1451,2026-03-06,Medium Risk
LN0007437,736,Near-Prime,0.2257,2026-03-06,Medium Risk
LN0007438,809,Prime,0.2189,2026-03-06,Medium Risk
LN0007439,721,Near-Prime,0.2721,2026-03-06,High Risk
LN0007440,713,Near-Prime,0.1715,2026-03-06,Medium Risk
LN0007441,695,Near-Prime,0.086,2026-03-06,Low Risk
LN0007442,796,Prime,0.1708,2026-03-06,Medium Risk
LN0007443,788,Prime,0.3456,2026-03-06,High Risk
LN0007444,795,Prime,0.1663,2026-03-06,Medium Risk
LN0007445,721,Near-Prime,0.1507,2026-03-06,Medium Risk
LN0007446,691,Near-Prime,0.5753,2026-03-06,Very High Risk
LN0007447,812,Prime,0.2525,2026-03-06,High Risk
LN0007448,713,Near-Prime,0.225,2026-03-06,Medium Risk
LN0007449,785,Prime,0.2888,2026-03-06,High Risk
LN0007450,731,Near-Prime,0.1126,2026-03-06,Medium Risk
LN0007451,536,Deep Sub-Prime,0.0835,2026-03-06,Low Risk
LN0007452,774,Prime,0.2002,2026-03-06,Medium Risk
LN0007453,846,Prime,0.2581,2026-03-06,High Risk
LN0007454,756,Prime,0.1322,2026-03-06,Medium Risk
LN0007455,798,Prime,0.1048,2026-03-06,Medium Risk
LN0007456,750,Prime,0.2716,2026-03-06,High Risk
LN0007457,843,Prime,0.2106,2026-03-06,Medium Risk
LN0007458,687,Near-Prime,0.2297,2026-03-06,Medium Risk
LN0007459,687,Near-Prime,0.4407,2026-03-06,High Risk
LN0007460,518,Deep Sub-Prime,0.2613,2026-03-06,High Risk
LN0007461,697,Near-Prime,0.1708,2026-03-06,Medium Risk
LN0007462,793,Prime,0.1975,2026-03-06,Medium Risk
LN0007463,543,Deep Sub-Prime,0.1983,2026-03-06,Medium Risk
LN0007464,724,Near-Prime,0.4523,2026-03-06,High Risk
LN0007465,724,Near-Prime,0.0987,2026-03-06,Low Risk
LN0007466,408,Deep Sub-Prime,0.1135,2026-03-06,Medium Risk
LN0007467,750,Prime,0.0837,2026-03-06,Low Risk
LN0007468,779,Prime,0.4067,2026-03-06,High Risk
LN0007469,710,Near-Prime,0.3309,2026-03-06,High Risk
LN0007470,690,Near-Prime,0.1681,2026-03-06,Medium Risk
LN0007471,743,Near-Prime,0.1701,2026-03-06,Medium Risk
LN0007472,657,Sub-Prime,0.1285,2026-03-06,Medium Risk
LN0007473,827,Prime,0.1052,2026-03-06,Medium Risk
LN0007474,662,Sub-Prime,0.3311,2026-03-06,High Risk
LN0007475,813,Prime,0.0343,2026-03-06,Low Risk
LN0007476,686,Near-Prime,0.0392,2026-03-06,Low Risk
LN0007477,781,Prime,0.0995,2026-03-06,Low Risk
LN0007478,687,Near-Prime,0.283,2026-03-06,High Risk
LN0007479,710,Near-Prime,0.296,2026-03-06,High Risk
LN0007480,655,Sub-Prime,0.0971,2026-03-06,Low Risk
LN0007481,736,Near-Prime,0.1622,2026-03-06,Medium Risk
LN0007482,627,Sub-Prime,0.1785,2026-03-06,Medium Risk
LN0007483,819,Prime,0.2742,2026-03-06,High Risk
LN0007484,787,Prime,0.2066,2026-03-06,Medium Risk
LN0007485,596,Sub-Prime,0.0532,2026-03-06,Low Risk
LN0007486,598,Sub-Prime,0.1993,2026-03-06,Medium Risk
LN0007487,635,Sub-Prime,0.1389,2026-03-06,Medium Risk
LN0007488,748,Near-Prime,0.2183,2026-03-06,Medium Risk
LN0007489,780,Prime,0.2087,2026-03-06,Medium Risk
LN0007490,637,Sub-Prime,0.273,2026-03-06,High Risk
LN0007491,778,Prime,0.3297,2026-03-06,High Risk
LN0007492,778,Prime,0.493,2026-03-06,High Risk
LN0007493,814,Prime,0.5396,2026-03-06,Very High Risk
LN0007494,725,Near-Prime,0.0531,2026-03-06,Low Risk
LN0007495,684,Near-Prime,0.1376,2026-03-06,Medium Risk
LN0007496,633,Sub-Prime,0.2537,2026-03-06,High Risk
LN0007497,612,Sub-Prime,0.0151,2026-03-06,Low Risk
LN0007498,708,Near-Prime,0.256,2026-03-06,High Risk
LN0007499,545,Deep Sub-Prime,0.4173,2026-03-06,High Risk
LN0007500,676,Sub-Prime,0.4164,2026-03-06,High Risk
LN0007501,544,Deep Sub-Prime,0.0974,2026-03-06,Low Risk
LN0007502,516,Deep Sub-Prime,0.0992,2026-03-06,Low Risk
LN0007503,618,Sub-Prime,0.1023,2026-03-06,Medium Risk
LN0007504,671,Sub-Prime,0.0698,2026-03-06,Low Risk
LN0007505,689,Near-Prime,0.1955,2026-03-06,Medium Risk
LN0007506,789,Prime,0.2818,2026-03-06,High Risk
LN0007507,745,Near-Prime,0.211,2026-03-06,Medium Risk
LN0007508,681,Near-Prime,0.1881,2026-03-06,Medium Risk
LN0007509,750,Prime,0.2496,2026-03-06,Medium Risk
LN0007510,757,Prime,0.0378,2026-03-06,Low Risk
LN0007511,614,Sub-Prime,0.2415,2026-03-06,Medium Risk
LN0007512,791,Prime,0.0826,2026-03-06,Low Risk
LN0007513,528,Deep Sub-Prime,0.2318,2026-03-06,Medium Risk
LN0007514,760,Prime,0.2046,2026-03-06,Medium Risk
LN0007515,685,Near-Prime,0.3671,2026-03-06,High Risk
LN0007516,545,Deep Sub-Prime,0.0796,2026-03-06,Low Risk
LN0007517,584,Sub-Prime,0.0952,2026-03-06,Low Risk
LN0007518,779,Prime,0.1844,2026-03-06,Medium Risk
LN0007519,614,Sub-Prime,0.0417,2026-03-06,Low Risk
LN0007520,715,Near-Prime,0.2766,2026-03-06,High Risk
LN0007521,706,Near-Prime,0.1591,2026-03-06,Medium Risk
LN0007522,748,Near-Prime,0.3602,2026-03-06,High Risk
LN0007523,664,Sub-Prime,0.2089,2026-03-06,Medium Risk
LN0007524,685,Near-Prime,0.4122,2026-03-06,High Risk
LN0007525,761,Prime,0.1323,2026-03-06,Medium Risk
LN0007526,722,Near-Prime,0.2777,2026-03-06,High Risk
LN0007527,520,Deep Sub-Prime,0.2693,2026-03-06,High Risk
LN0007528,769,Prime,0.1219,2026-03-06,Medium Risk
LN0007529,530,Deep Sub-Prime,0.2168,2026-03-06,Medium Risk
LN0007530,606,Sub-Prime,0.1355,2026-03-06,Medium Risk
LN0007531,508,Deep Sub-Prime,0.1991,2026-03-06,Medium Risk
LN0007532,766,Prime,0.1109,2026-03-06,Medium Risk
LN0007533,695,Near-Prime,0.2451,2026-03-06,Medium Risk
LN0007534,743,Near-Prime,0.2081,2026-03-06,Medium Risk
LN0007535,609,Sub-Prime,0.0676,2026-03-06,Low Risk
LN0007536,675,Sub-Prime,0.1986,2026-03-06,Medium Risk
LN0007537,622,Sub-Prime,0.3137,2026-03-06,High Risk
LN0007538,736,Near-Prime,0.3276,2026-03-06,High Risk
LN0007539,741,Near-Prime,0.1859,2026-03-06,Medium Risk
LN0007540,826,Prime,0.0928,2026-03-06,Low Risk
LN0007541,807,Prime,0.2421,2026-03-06,Medium Risk
LN0007542,780,Prime,0.1689,2026-03-06,Medium Risk
LN0007543,697,Near-Prime,0.2096,2026-03-06,Medium Risk
LN0007544,695,Near-Prime,0.2392,2026-03-06,Medium Risk
LN0007545,690,Near-Prime,0.1796,2026-03-06,Medium Risk
LN0007546,789,Prime,0.1387,2026-03-06,Medium Risk
LN0007547,848,Prime,0.0901,2026-03-06,Low Risk
LN0007548,582,Sub-Prime,0.1433,2026-03-06,Medium Risk
LN0007549,800,Prime,0.0913,2026-03-06,Low Risk
LN0007550,743,Near-Prime,0.071,2026-03-06,Low Risk
LN0007551,684,Near-Prime,0.0249,2026-03-06,Low Risk
LN0007552,730,Near-Prime,0.1863,2026-03-06,Medium Risk
LN0007553,786,Prime,0.2086,2026-03-06,Medium Risk
LN0007554,444,Deep Sub-Prime,0.2458,2026-03-06,Medium Risk
LN0007555,680,Near-Prime,0.3214,2026-03-06,High Risk
LN0007556,732,Near-Prime,0.1297,2026-03-06,Medium Risk
LN0007557,800,Prime,0.0855,2026-03-06,Low Risk
LN0007558,839,Prime,0.0434,2026-03-06,Low Risk
LN0007559,783,Prime,0.5334,2026-03-06,Very High Risk
LN0007560,445,Deep Sub-Prime,0.0991,2026-03-06,Low Risk
LN0007561,411,Deep Sub-Prime,0.0783,2026-03-06,Low Risk
LN0007562,721,Near-Prime,0.0521,2026-03-06,Low Risk
LN0007563,695,Near-Prime,0.4965,2026-03-06,High Risk
LN0007564,736,Near-Prime,0.2611,2026-03-06,High Risk
LN0007565,721,Near-Prime,0.2297,2026-03-06,Medium Risk
LN0007566,834,Prime,0.2963,2026-03-06,High Risk
LN0007567,681,Near-Prime,0.065,2026-03-06,Low Risk
LN0007568,693,Near-Prime,0.1252,2026-03-06,Medium Risk
LN0007569,668,Sub-Prime,0.186,2026-03-06,Medium Risk
LN0007570,719,Near-Prime,0.1648,2026-03-06,Medium Risk
LN0007571,734,Near-Prime,0.3687,2026-03-06,High Risk
LN0007572,581,Sub-Prime,0.2862,2026-03-06,High Risk
LN0007573,447,Deep Sub-Prime,0.1289,2026-03-06,Medium Risk
LN0007574,799,Prime,0.0827,2026-03-06,Low Risk
LN0007575,828,Prime,0.2885,2026-03-06,High Risk
LN0007576,745,Near-Prime,0.4975,2026-03-06,High Risk
LN0007577,695,Near-Prime,0.2249,2026-03-06,Medium Risk
LN0007578,830,Prime,0.1464,2026-03-06,Medium Risk
LN0007579,712,Near-Prime,0.2349,2026-03-06,Medium Risk
LN0007580,663,Sub-Prime,0.0792,2026-03-06,Low Risk
LN0007581,656,Sub-Prime,0.1954,2026-03-06,Medium Risk
LN0007582,727,Near-Prime,0.0688,2026-03-06,Low Risk
LN0007583,726,Near-Prime,0.1223,2026-03-06,Medium Risk
LN0007584,576,Deep Sub-Prime,0.0762,2026-03-06,Low Risk
LN0007585,721,Near-Prime,0.2706,2026-03-06,High Risk
LN0007586,629,Sub-Prime,0.097,2026-03-06,Low Risk
LN0007587,690,Near-Prime,0.1111,2026-03-06,Medium Risk
LN0007588,801,Prime,0.0928,2026-03-06,Low Risk
LN0007589,628,Sub-Prime,0.304,2026-03-06,High Risk
LN0007590,737,Near-Prime,0.2474,2026-03-06,Medium Risk
LN0007591,425,Deep Sub-Prime,0.0593,2026-03-06,Low Risk
LN0007592,818,Prime,0.2623,2026-03-06,High Risk
LN0007593,795,Prime,0.3583,2026-03-06,High Risk
LN0007594,821,Prime,0.2842,2026-03-06,High Risk
LN0007595,616,Sub-Prime,0.3142,2026-03-06,High Risk
LN0007596,778,Prime,0.2742,2026-03-06,High Risk
LN0007597,615,Sub-Prime,0.3338,2026-03-06,High Risk
LN0007598,715,Near-Prime,0.079,2026-03-06,Low Risk
LN0007599,747,Near-Prime,0.0538,2026-03-06,Low Risk
LN0007600,761,Prime,0.2156,2026-03-06,Medium Risk
LN0007601,711,Near-Prime,0.1616,2026-03-06,Medium Risk
LN0007602,559,Deep Sub-Prime,0.0631,2026-03-06,Low Risk
LN0007603,753,Prime,0.2594,2026-03-06,High Risk
LN0007604,597,Sub-Prime,0.255,2026-03-06,High Risk
LN0007605,583,Sub-Prime,0.2814,2026-03-06,High Risk
LN0007606,726,Near-Prime,0.3848,2026-03-06,High Risk
LN0007607,707,Near-Prime,0.2837,2026-03-06,High Risk
LN0007608,689,Near-Prime,0.1307,2026-03-06,Medium Risk
LN0007609,713,Near-Prime,0.3176,2026-03-06,High Risk
LN0007610,713,Near-Prime,0.1125,2026-03-06,Medium Risk
LN0007611,734,Near-Prime,0.1827,2026-03-06,Medium Risk
LN0007612,752,Prime,0.3122,2026-03-06,High Risk
LN0007613,755,Prime,0.2973,2026-03-06,High Risk
LN0007614,598,Sub-Prime,0.1614,2026-03-06,Medium Risk
LN0007615,714,Near-Prime,0.4198,2026-03-06,High Risk
LN0007616,814,Prime,0.0812,2026-03-06,Low Risk
LN0007617,646,Sub-Prime,0.1235,2026-03-06,Medium Risk
LN0007618,757,Prime,0.1241,2026-03-06,Medium Risk
LN0007619,670,Sub-Prime,0.4097,2026-03-06,High Risk
LN0007620,704,Near-Prime,0.1402,2026-03-06,Medium Risk
LN0007621,770,Prime,0.0912,2026-03-06,Low Risk
LN0007622,697,Near-Prime,0.5134,2026-03-06,Very High Risk
LN0007623,691,Near-Prime,0.397,2026-03-06,High Risk
LN0007624,821,Prime,0.0513,2026-03-06,Low Risk
LN0007625,598,Sub-Prime,0.2889,2026-03-06,High Risk
LN0007626,601,Sub-Prime,0.0621,2026-03-06,Low Risk
LN0007627,832,Prime,0.3102,2026-03-06,High Risk
LN0007628,685,Near-Prime,0.1798,2026-03-06,Medium Risk
LN0007629,849,Prime,0.2688,2026-03-06,High Risk
LN0007630,812,Prime,0.1854,2026-03-06,Medium Risk
LN0007631,805,Prime,0.3548,2026-03-06,High Risk
LN0007632,818,Prime,0.2888,2026-03-06,High Risk
LN0007633,530,Deep Sub-Prime,0.2418,2026-03-06,Medium Risk
LN0007634,735,Near-Prime,0.2261,2026-03-06,Medium Risk
LN0007635,823,Prime,0.2599,2026-03-06,High Risk
LN0007636,707,Near-Prime,0.0355,2026-03-06,Low Risk
LN0007637,594,Sub-Prime,0.113,2026-03-06,Medium Risk
LN0007638,797,Prime,0.1641,2026-03-06,Medium Risk
LN0007639,714,Near-Prime,0.1398,2026-03-06,Medium Risk
LN0007640,819,Prime,0.1733,2026-03-06,Medium Risk
LN0007641,430,Deep Sub-Prime,0.0422,2026-03-06,Low Risk
LN0007642,539,Deep Sub-Prime,0.0655,2026-03-06,Low Risk
LN0007643,739,Near-Prime,0.0964,2026-03-06,Low Risk
LN0007644,817,Prime,0.3789,2026-03-06,High Risk
LN0007645,757,Prime,0.0472,2026-03-06,Low Risk
LN0007646,688,Near-Prime,0.1517,2026-03-06,Medium Risk
LN0007647,769,Prime,0.2077,2026-03-06,Medium Risk
LN0007648,769,Prime,0.1967,2026-03-06,Medium Risk
LN0007649,405,Deep Sub-Prime,0.3471,2026-03-06,High Risk
LN0007650,598,Sub-Prime,0.1031,2026-03-06,Medium Risk
LN0007651,634,Sub-Prime,0.315,2026-03-06,High Risk
LN0007652,465,Deep Sub-Prime,0.2284,2026-03-06,Medium Risk
LN0007653,833,Prime,0.1428,2026-03-06,Medium Risk
LN0007654,753,Prime,0.1436,2026-03-06,Medium Risk
LN0007655,688,Near-Prime,0.2304,2026-03-06,Medium Risk
LN0007656,843,Prime,0.2572,2026-03-06,High Risk
LN0007657,697,Near-Prime,0.2483,2026-03-06,Medium Risk
LN0007658,668,Sub-Prime,0.1355,2026-03-06,Medium Risk
LN0007659,404,Deep Sub-Prime,0.2796,2026-03-06,High Risk
LN0007660,735,Near-Prime,0.1083,2026-03-06,Medium Risk
LN0007661,652,Sub-Prime,0.1119,2026-03-06,Medium Risk
LN0007662,848,Prime,0.4251,2026-03-06,High Risk
LN0007663,661,Sub-Prime,0.4348,2026-03-06,High Risk
LN0007664,529,Deep Sub-Prime,0.2816,2026-03-06,High Risk
LN0007665,735,Near-Prime,0.3091,2026-03-06,High Risk
LN0007666,622,Sub-Prime,0.0861,2026-03-06,Low Risk
LN0007667,607,Sub-Prime,0.171,2026-03-06,Medium Risk
LN0007668,700,Near-Prime,0.1216,2026-03-06,Medium Risk
LN0007669,837,Prime,0.1893,2026-03-06,Medium Risk
LN0007670,681,Near-Prime,0.0242,2026-03-06,Low Risk
LN0007671,610,Sub-Prime,0.074,2026-03-06,Low Risk
LN0007672,448,Deep Sub-Prime,0.1244,2026-03-06,Medium Risk
LN0007673,794,Prime,0.198,2026-03-06,Medium Risk
LN0007674,526,Deep Sub-Prime,0.0465,2026-03-06,Low Risk
LN0007675,591,Sub-Prime,0.1317,2026-03-06,Medium Risk
LN0007676,774,Prime,0.3356,2026-03-06,High Risk
LN0007677,710,Near-Prime,0.3152,2026-03-06,High Risk
LN0007678,601,Sub-Prime,0.3535,2026-03-06,High Risk
LN0007679,793,Prime,0.1865,2026-03-06,Medium Risk
LN0007680,703,Near-Prime,0.2045,2026-03-06,Medium Risk
LN0007681,698,Near-Prime,0.2237,2026-03-06,Medium Risk
LN0007682,706,Near-Prime,0.2335,2026-03-06,Medium Risk
LN0007683,828,Prime,0.1289,2026-03-06,Medium Risk
LN0007684,832,Prime,0.1167,2026-03-06,Medium Risk
LN0007685,770,Prime,0.2644,2026-03-06,High Risk
LN0007686,805,Prime,0.0999,2026-03-06,Low Risk
LN0007687,709,Near-Prime,0.2029,2026-03-06,Medium Risk
LN0007688,607,Sub-Prime,0.1293,2026-03-06,Medium Risk
LN0007689,759,Prime,0.1195,2026-03-06,Medium Risk
LN0007690,755,Prime,0.1158,2026-03-06,Medium Risk
LN0007691,713,Near-Prime,0.3537,2026-03-06,High Risk
LN0007692,772,Prime,0.2819,2026-03-06,High Risk
LN0007693,471,Deep Sub-Prime,0.2013,2026-03-06,Medium Risk
LN0007694,834,Prime,0.1351,2026-03-06,Medium Risk
LN0007695,609,Sub-Prime,0.1579,2026-03-06,Medium Risk
LN0007696,727,Near-Prime,0.3297,2026-03-06,High Risk
LN0007697,780,Prime,0.2007,2026-03-06,Medium Risk
LN0007698,613,Sub-Prime,0.1729,2026-03-06,Medium Risk
LN0007699,838,Prime,0.143,2026-03-06,Medium Risk
LN0007700,722,Near-Prime,0.2545,2026-03-06,High Risk
LN0007701,745,Near-Prime,0.2306,2026-03-06,Medium Risk
LN0007702,705,Near-Prime,0.2915,2026-03-06,High Risk
LN0007703,765,Prime,0.1201,2026-03-06,Medium Risk
LN0007704,609,Sub-Prime,0.2867,2026-03-06,High Risk
LN0007705,576,Deep Sub-Prime,0.2375,2026-03-06,Medium Risk
LN0007706,829,Prime,0.4206,2026-03-06,High Risk
LN0007707,438,Deep Sub-Prime,0.0321,2026-03-06,Low Risk
LN0007708,822,Prime,0.3723,2026-03-06,High Risk
LN0007709,807,Prime,0.2048,2026-03-06,Medium Risk
LN0007710,779,Prime,0.1109,2026-03-06,Medium Risk
LN0007711,598,Sub-Prime,0.1818,2026-03-06,Medium Risk
LN0007712,755,Prime,0.2284,2026-03-06,Medium Risk
LN0007713,733,Near-Prime,0.1618,2026-03-06,Medium Risk
LN0007714,587,Sub-Prime,0.0475,2026-03-06,Low Risk
LN0007715,687,Near-Prime,0.275,2026-03-06,High Risk
LN0007716,682,Near-Prime,0.2127,2026-03-06,Medium Risk
LN0007717,840,Prime,0.1372,2026-03-06,Medium Risk
LN0007718,819,Prime,0.0751,2026-03-06,Low Risk
LN0007719,778,Prime,0.4184,2026-03-06,High Risk
LN0007720,666,Sub-Prime,0.064,2026-03-06,Low Risk
LN0007721,459,Deep Sub-Prime,0.2635,2026-03-06,High Risk
LN0007722,756,Prime,0.0768,2026-03-06,Low Risk
LN0007723,700,Near-Prime,0.3434,2026-03-06,High Risk
LN0007724,768,Prime,0.225,2026-03-06,Medium Risk
LN0007725,690,Near-Prime,0.3123,2026-03-06,High Risk
LN0007726,785,Prime,0.0938,2026-03-06,Low Risk
LN0007727,616,Sub-Prime,0.097,2026-03-06,Low Risk
LN0007728,731,Near-Prime,0.3408,2026-03-06,High Risk
LN0007729,803,Prime,0.216,2026-03-06,Medium Risk
LN0007730,830,Prime,0.1879,2026-03-06,Medium Risk
LN0007731,786,Prime,0.1315,2026-03-06,Medium Risk
LN0007732,820,Prime,0.4617,2026-03-06,High Risk
LN0007733,598,Sub-Prime,0.2535,2026-03-06,High Risk
LN0007734,739,Near-Prime,0.0843,2026-03-06,Low Risk
LN0007735,746,Near-Prime,0.1513,2026-03-06,Medium Risk
LN0007736,836,Prime,0.1595,2026-03-06,Medium Risk
LN0007737,714,Near-Prime,0.299,2026-03-06,High Risk
LN0007738,593,Sub-Prime,0.1332,2026-03-06,Medium Risk
LN0007739,736,Near-Prime,0.2249,2026-03-06,Medium Risk
LN0007740,801,Prime,0.1404,2026-03-06,Medium Risk
LN0007741,763,Prime,0.1943,2026-03-06,Medium Risk
LN0007742,566,Deep Sub-Prime,0.197,2026-03-06,Medium Risk
LN0007743,803,Prime,0.2757,2026-03-06,High Risk
LN0007744,828,Prime,0.2261,2026-03-06,Medium Risk
LN0007745,780,Prime,0.0692,2026-03-06,Low Risk
LN0007746,708,Near-Prime,0.1163,2026-03-06,Medium Risk
LN0007747,785,Prime,0.2607,2026-03-06,High Risk
LN0007748,576,Deep Sub-Prime,0.249,2026-03-06,Medium Risk
LN0007749,796,Prime,0.1873,2026-03-06,Medium Risk
LN0007750,694,Near-Prime,0.3776,2026-03-06,High Risk
LN0007751,729,Near-Prime,0.1736,2026-03-06,Medium Risk
LN0007752,606,Sub-Prime,0.1528,2026-03-06,Medium Risk
LN0007753,656,Sub-Prime,0.1216,2026-03-06,Medium Risk
LN0007754,801,Prime,0.292,2026-03-06,High Risk
LN0007755,738,Near-Prime,0.199,2026-03-06,Medium Risk
LN0007756,686,Near-Prime,0.2056,2026-03-06,Medium Risk
LN0007757,707,Near-Prime,0.1219,2026-03-06,Medium Risk
LN0007758,712,Near-Prime,0.4326,2026-03-06,High Risk
LN0007759,744,Near-Prime,0.0493,2026-03-06,Low Risk
LN0007760,848,Prime,0.057,2026-03-06,Low Risk
LN0007761,695,Near-Prime,0.5902,2026-03-06,Very High Risk
LN0007762,774,Prime,0.118,2026-03-06,Medium Risk
LN0007763,699,Near-Prime,0.3657,2026-03-06,High Risk
LN0007764,642,Sub-Prime,0.2597,2026-03-06,High Risk
LN0007765,704,Near-Prime,0.3709,2026-03-06,High Risk
LN0007766,630,Sub-Prime,0.5216,2026-03-06,Very High Risk
LN0007767,791,Prime,0.2178,2026-03-06,Medium Risk
LN0007768,697,Near-Prime,0.286,2026-03-06,High Risk
LN0007769,622,Sub-Prime,0.1299,2026-03-06,Medium Risk
LN0007770,617,Sub-Prime,0.2116,2026-03-06,Medium Risk
LN0007771,530,Deep Sub-Prime,0.1481,2026-03-06,Medium Risk
LN0007772,680,Near-Prime,0.5039,2026-03-06,Very High Risk
LN0007773,519,Deep Sub-Prime,0.2741,2026-03-06,High Risk
LN0007774,598,Sub-Prime,0.0556,2026-03-06,Low Risk
LN0007775,848,Prime,0.0442,2026-03-06,Low Risk
LN0007776,839,Prime,0.0569,2026-03-06,Low Risk
LN0007777,843,Prime,0.058,2026-03-06,Low Risk
LN0007778,653,Sub-Prime,0.1947,2026-03-06,Medium Risk
LN0007779,637,Sub-Prime,0.0971,2026-03-06,Low Risk
LN0007780,607,Sub-Prime,0.3569,2026-03-06,High Risk
LN0007781,791,Prime,0.2701,2026-03-06,High Risk
LN0007782,655,Sub-Prime,0.2019,2026-03-06,Medium Risk
LN0007783,580,Sub-Prime,0.1025,2026-03-06,Medium Risk
LN0007784,656,Sub-Prime,0.0317,2026-03-06,Low Risk
LN0007785,584,Sub-Prime,0.0981,2026-03-06,Low Risk
LN0007786,709,Near-Prime,0.0776,2026-03-06,Low Risk
LN0007787,626,Sub-Prime,0.1494,2026-03-06,Medium Risk
LN0007788,690,Near-Prime,0.2124,2026-03-06,Medium Risk
LN0007789,698,Near-Prime,0.2576,2026-03-06,High Risk
LN0007790,771,Prime,0.0558,2026-03-06,Low Risk
LN0007791,740,Near-Prime,0.0288,2026-03-06,Low Risk
LN0007792,804,Prime,0.2906,2026-03-06,High Risk
LN0007793,617,Sub-Prime,0.0579,2026-03-06,Low Risk
LN0007794,695,Near-Prime,0.1876,2026-03-06,Medium Risk
LN0007795,779,Prime,0.3215,2026-03-06,High Risk
LN0007796,727,Near-Prime,0.3159,2026-03-06,High Risk
LN0007797,648,Sub-Prime,0.3109,2026-03-06,High Risk
LN0007798,573,Deep Sub-Prime,0.2337,2026-03-06,Medium Risk
LN0007799,791,Prime,0.1998,2026-03-06,Medium Risk
LN0007800,734,Near-Prime,0.1047,2026-03-06,Medium Risk
LN0007801,481,Deep Sub-Prime,0.0327,2026-03-06,Low Risk
LN0007802,792,Prime,0.2245,2026-03-06,Medium Risk
LN0007803,753,Prime,0.2941,2026-03-06,High Risk
LN0007804,680,Near-Prime,0.1488,2026-03-06,Medium Risk
LN0007805,761,Prime,0.454,2026-03-06,High Risk
LN0007806,432,Deep Sub-Prime,0.2749,2026-03-06,High Risk
LN0007807,599,Sub-Prime,0.4389,2026-03-06,High Risk
LN0007808,415,Deep Sub-Prime,0.4118,2026-03-06,High Risk
LN0007809,690,Near-Prime,0.1413,2026-03-06,Medium Risk
LN0007810,847,Prime,0.262,2026-03-06,High Risk
LN0007811,667,Sub-Prime,0.5632,2026-03-06,Very High Risk
LN0007812,692,Near-Prime,0.2981,2026-03-06,High Risk
LN0007813,778,Prime,0.2411,2026-03-06,Medium Risk
LN0007814,769,Prime,0.3618,2026-03-06,High Risk
LN0007815,817,Prime,0.0455,2026-03-06,Low Risk
LN0007816,716,Near-Prime,0.0635,2026-03-06,Low Risk
LN0007817,722,Near-Prime,0.2258,2026-03-06,Medium Risk
LN0007818,813,Prime,0.0192,2026-03-06,Low Risk
LN0007819,671,Sub-Prime,0.1483,2026-03-06,Medium Risk
LN0007820,840,Prime,0.1496,2026-03-06,Medium Risk
LN0007821,782,Prime,0.0322,2026-03-06,Low Risk
LN0007822,582,Sub-Prime,0.1882,2026-03-06,Medium Risk
LN0007823,701,Near-Prime,0.2182,2026-03-06,Medium Risk
LN0007824,710,Near-Prime,0.245,2026-03-06,Medium Risk
